Trial,Block,Conflict,Trial_Type,Cue_Valence,Optimal_Action,Agent_Choice,Agent_Reward,Correct
481,B1_MC,PI,GAL,-1,1,0.0,-1.0,0
482,B1_MC,PI,GAL,-1,1,0.0,-1.0,0
483,B1_MC,PC,NAL,-1,0,0.0,0.0,1
484,B1_MC,PI,NW,1,0,0.0,1.0,1
485,B1_MC,PI,GAL,-1,1,1.0,0.0,1
486,B1_MC,PI,GAL,-1,1,0.0,-1.0,0
487,B1_MC,PC,GW,1,1,1.0,1.0,1
488,B1_MC,PI,NW,1,0,1.0,0.0,0
489,B1_MC,PC,GW,1,1,1.0,1.0,1
490,B1_MC,PC,GW,1,1,1.0,1.0,1
491,B1_MC,PC,GW,1,1,1.0,1.0,1
492,B1_MC,PC,NAL,-1,0,0.0,0.0,1
493,B1_MC,PC,GW,1,1,1.0,1.0,1
494,B1_MC,PI,NW,1,0,1.0,0.0,0
495,B1_MC,PC,GW,1,1,1.0,1.0,1
496,B1_MC,PI,GAL,-1,1,1.0,0.0,1
497,B1_MC,PC,GW,1,1,1.0,1.0,1
498,B1_MC,PC,GW,1,1,1.0,1.0,1
499,B1_MC,PC,NAL,-1,0,0.0,0.0,1
500,B1_MC,PI,NW,1,0,1.0,0.0,0
501,B1_MC,PI,NW,1,0,0.0,1.0,1
502,B1_MC,PI,GAL,-1,1,1.0,0.0,1
503,B1_MC,PC,GW,1,1,1.0,1.0,1
504,B1_MC,PI,GAL,-1,1,1.0,0.0,1
505,B1_MC,PC,NAL,-1,0,0.0,0.0,1
506,B1_MC,PC,GW,1,1,1.0,1.0,1
507,B1_MC,PC,NAL,-1,0,0.0,0.0,1
508,B1_MC,PC,GW,1,1,1.0,1.0,1
509,B1_MC,PC,NAL,-1,0,0.0,0.0,1
510,B1_MC,PC,NAL,-1,0,0.0,0.0,1
511,B1_MC,PI,GAL,-1,1,1.0,0.0,1
512,B1_MC,PI,NW,1,0,0.0,1.0,1
513,B1_MC,PC,NAL,-1,0,0.0,0.0,1
514,B1_MC,PC,GW,1,1,1.0,1.0,1
515,B1_MC,PC,GW,1,1,1.0,1.0,1
516,B1_MC,PC,GW,1,1,1.0,1.0,1
517,B1_MC,PC,NAL,-1,0,1.0,-1.0,0
518,B1_MC,PC,GW,1,1,1.0,1.0,1
519,B1_MC,PC,GW,1,1,1.0,1.0,1
520,B1_MC,PI,GAL,-1,1,1.0,0.0,1
521,B1_MC,PI,GAL,-1,1,1.0,0.0,1
522,B1_MC,PI,NW,1,0,1.0,0.0,0
523,B1_MC,PC,GW,1,1,1.0,1.0,1
524,B1_MC,PI,NW,1,0,1.0,0.0,0
525,B1_MC,PC,NAL,-1,0,0.0,0.0,1
526,B1_MC,PC,GW,1,1,1.0,1.0,1
527,B1_MC,PI,GAL,-1,1,1.0,0.0,1
528,B1_MC,PI,NW,1,0,1.0,0.0,0
529,B1_MC,PI,NW,1,0,1.0,0.0,0
530,B1_MC,PI,GAL,-1,1,1.0,0.0,1
531,B1_MC,PI,NW,1,0,0.0,1.0,1
532,B1_MC,PC,GW,1,1,1.0,1.0,1
533,B1_MC,PI,NW,1,0,0.0,1.0,1
534,B1_MC,PC,GW,1,1,1.0,1.0,1
535,B1_MC,PI,NW,1,0,1.0,0.0,0
536,B1_MC,PI,NW,1,0,0.0,1.0,1
537,B1_MC,PC,GW,1,1,1.0,1.0,1
538,B1_MC,PI,NW,1,0,1.0,0.0,0
539,B1_MC,PI,NW,1,0,0.0,1.0,1
540,B1_MC,PI,GAL,-1,1,1.0,0.0,1
541,B1_MC,PC,NAL,-1,0,0.0,0.0,1
542,B1_MC,PI,NW,1,0,0.0,1.0,1
543,B1_MC,PC,NAL,-1,0,1.0,-1.0,0
544,B1_MC,PI,GAL,-1,1,0.0,-1.0,0
545,B1_MC,PI,GAL,-1,1,1.0,0.0,1
546,B1_MC,PI,NW,1,0,1.0,0.0,0
547,B1_MC,PI,NW,1,0,0.0,1.0,1
548,B1_MC,PI,GAL,-1,1,1.0,0.0,1
549,B1_MC,PI,NW,1,0,0.0,1.0,1
550,B1_MC,PC,GW,1,1,1.0,1.0,1
551,B1_MC,PI,NW,1,0,0.0,1.0,1
552,B1_MC,PC,NAL,-1,0,0.0,0.0,1
553,B1_MC,PI,GAL,-1,1,0.0,-1.0,0
554,B1_MC,PC,GW,1,1,1.0,1.0,1
555,B1_MC,PC,NAL,-1,0,0.0,0.0,1
556,B1_MC,PC,NAL,-1,0,0.0,0.0,1
557,B1_MC,PI,GAL,-1,1,0.0,-1.0,0
558,B1_MC,PI,GAL,-1,1,1.0,0.0,1
559,B1_MC,PI,GAL,-1,1,1.0,0.0,1
560,B1_MC,PI,NW,1,0,0.0,1.0,1
561,B1_MC,PI,GAL,-1,1,1.0,0.0,1
562,B1_MC,PI,NW,1,0,0.0,1.0,1
563,B1_MC,PI,NW,1,0,0.0,1.0,1
564,B1_MC,PC,NAL,-1,0,1.0,-1.0,0
565,B1_MC,PC,GW,1,1,1.0,1.0,1
566,B1_MC,PI,GAL,-1,1,1.0,0.0,1
567,B1_MC,PI,GAL,-1,1,1.0,0.0,1
568,B1_MC,PC,NAL,-1,0,0.0,0.0,1
569,B1_MC,PI,NW,1,0,0.0,1.0,1
570,B1_MC,PI,GAL,-1,1,1.0,0.0,1
571,B1_MC,PI,GAL,-1,1,1.0,0.0,1
572,B1_MC,PI,GAL,-1,1,1.0,0.0,1
573,B1_MC,PI,GAL,-1,1,1.0,0.0,1
574,B1_MC,PC,NAL,-1,0,0.0,0.0,1
575,B1_MC,PC,GW,1,1,1.0,1.0,1
576,B1_MC,PI,GAL,-1,1,1.0,0.0,1
577,B1_MC,PC,GW,1,1,1.0,1.0,1
578,B1_MC,PI,GAL,-1,1,1.0,0.0,1
579,B1_MC,PI,NW,1,0,1.0,0.0,0
580,B1_MC,PI,GAL,-1,1,1.0,0.0,1
581,B1_MC,PC,GW,1,1,1.0,1.0,1
582,B1_MC,PI,GAL,-1,1,1.0,0.0,1
583,B1_MC,PC,GW,1,1,1.0,1.0,1
584,B1_MC,PI,GAL,-1,1,1.0,0.0,1
585,B1_MC,PC,NAL,-1,0,0.0,0.0,1
586,B1_MC,PI,NW,1,0,0.0,1.0,1
587,B1_MC,PI,GAL,-1,1,1.0,0.0,1
588,B1_MC,PC,NAL,-1,0,0.0,0.0,1
589,B1_MC,PC,GW,1,1,1.0,1.0,1
590,B1_MC,PI,GAL,-1,1,1.0,0.0,1
591,B1_MC,PI,GAL,-1,1,1.0,0.0,1
592,B1_MC,PC,NAL,-1,0,0.0,0.0,1
593,B1_MC,PC,NAL,-1,0,0.0,0.0,1
594,B1_MC,PI,GAL,-1,1,1.0,0.0,1
595,B1_MC,PI,GAL,-1,1,1.0,0.0,1
596,B1_MC,PC,GW,1,1,1.0,1.0,1
597,B1_MC,PI,NW,1,0,0.0,1.0,1
598,B1_MC,PC,NAL,-1,0,0.0,0.0,1
599,B1_MC,PC,GW,1,1,1.0,1.0,1
600,B1_MC,PC,NAL,-1,0,0.0,0.0,1
601,B1_MC,PC,GW,1,1,1.0,1.0,1
602,B1_MC,PI,GAL,-1,1,0.0,-1.0,0
603,B1_MC,PC,GW,1,1,1.0,1.0,1
604,B1_MC,PI,GAL,-1,1,1.0,0.0,1
605,B1_MC,PI,GAL,-1,1,1.0,0.0,1
606,B1_MC,PI,NW,1,0,1.0,0.0,0
607,B1_MC,PC,GW,1,1,1.0,1.0,1
608,B1_MC,PI,NW,1,0,0.0,1.0,1
609,B1_MC,PI,GAL,-1,1,0.0,-1.0,0
610,B1_MC,PI,GAL,-1,1,1.0,0.0,1
611,B1_MC,PC,GW,1,1,1.0,1.0,1
612,B1_MC,PI,GAL,-1,1,1.0,0.0,1
613,B1_MC,PC,NAL,-1,0,0.0,0.0,1
614,B1_MC,PC,GW,1,1,1.0,1.0,1
615,B1_MC,PI,GAL,-1,1,1.0,0.0,1
616,B1_MC,PC,NAL,-1,0,0.0,0.0,1
617,B1_MC,PC,NAL,-1,0,0.0,0.0,1
618,B1_MC,PC,GW,1,1,1.0,1.0,1
619,B1_MC,PC,GW,1,1,1.0,1.0,1
620,B1_MC,PC,GW,1,1,1.0,1.0,1
621,B1_MC,PC,NAL,-1,0,0.0,0.0,1
622,B1_MC,PI,NW,1,0,0.0,1.0,1
623,B1_MC,PC,GW,1,1,1.0,1.0,1
624,B1_MC,PI,NW,1,0,0.0,1.0,1
625,B1_MC,PI,GAL,-1,1,1.0,0.0,1
626,B1_MC,PI,GAL,-1,1,1.0,0.0,1
627,B1_MC,PC,NAL,-1,0,0.0,0.0,1
628,B1_MC,PC,NAL,-1,0,1.0,-1.0,0
629,B1_MC,PC,NAL,-1,0,0.0,0.0,1
630,B1_MC,PC,GW,1,1,1.0,1.0,1
631,B1_MC,PC,NAL,-1,0,0.0,0.0,1
632,B1_MC,PC,GW,1,1,1.0,1.0,1
633,B1_MC,PC,GW,1,1,1.0,1.0,1
634,B1_MC,PI,NW,1,0,0.0,1.0,1
635,B1_MC,PC,NAL,-1,0,1.0,-1.0,0
636,B1_MC,PC,GW,1,1,1.0,1.0,1
637,B1_MC,PC,GW,1,1,1.0,1.0,1
638,B1_MC,PI,GAL,-1,1,1.0,0.0,1
639,B1_MC,PI,GAL,-1,1,1.0,0.0,1
640,B1_MC,PI,NW,1,0,0.0,1.0,1
641,B1_MC,PI,NW,1,0,0.0,1.0,1
642,B1_MC,PI,NW,1,0,1.0,0.0,0
643,B1_MC,PI,NW,1,0,0.0,1.0,1
644,B1_MC,PC,NAL,-1,0,1.0,-1.0,0
645,B1_MC,PI,GAL,-1,1,1.0,0.0,1
646,B1_MC,PI,NW,1,0,1.0,0.0,0
647,B1_MC,PI,NW,1,0,1.0,0.0,0
648,B1_MC,PI,GAL,-1,1,1.0,0.0,1
649,B1_MC,PC,GW,1,1,1.0,1.0,1
650,B1_MC,PI,GAL,-1,1,1.0,0.0,1
651,B1_MC,PI,NW,1,0,0.0,1.0,1
652,B1_MC,PC,GW,1,1,0.0,0.0,0
653,B1_MC,PI,GAL,-1,1,1.0,0.0,1
654,B1_MC,PI,NW,1,0,1.0,0.0,0
655,B1_MC,PC,GW,1,1,0.0,0.0,0
656,B1_MC,PC,NAL,-1,0,0.0,0.0,1
657,B1_MC,PI,GAL,-1,1,1.0,0.0,1
658,B1_MC,PC,GW,1,1,1.0,1.0,1
659,B1_MC,PC,GW,1,1,1.0,1.0,1
660,B1_MC,PC,GW,1,1,1.0,1.0,1
661,B1_MC,PC,GW,1,1,1.0,1.0,1
662,B1_MC,PC,GW,1,1,1.0,1.0,1
663,B1_MC,PI,NW,1,0,0.0,1.0,1
664,B1_MC,PC,GW,1,1,1.0,1.0,1
665,B1_MC,PC,NAL,-1,0,0.0,0.0,1
666,B1_MC,PI,NW,1,0,1.0,0.0,0
667,B1_MC,PC,GW,1,1,1.0,1.0,1
668,B1_MC,PI,NW,1,0,1.0,0.0,0
669,B1_MC,PI,GAL,-1,1,1.0,0.0,1
670,B1_MC,PC,GW,1,1,1.0,1.0,1
671,B1_MC,PI,NW,1,0,1.0,0.0,0
672,B1_MC,PC,GW,1,1,1.0,1.0,1
673,B1_MC,PC,GW,1,1,1.0,1.0,1
674,B1_MC,PC,GW,1,1,1.0,1.0,1
675,B1_MC,PC,NAL,-1,0,0.0,0.0,1
676,B1_MC,PI,NW,1,0,1.0,0.0,0
677,B1_MC,PI,NW,1,0,0.0,1.0,1
678,B1_MC,PC,NAL,-1,0,0.0,0.0,1
679,B1_MC,PI,GAL,-1,1,1.0,0.0,1
680,B1_MC,PI,NW,1,0,0.0,1.0,1
681,B1_MC,PI,NW,1,0,0.0,1.0,1
682,B1_MC,PC,GW,1,1,1.0,1.0,1
683,B1_MC,PC,GW,1,1,1.0,1.0,1
684,B1_MC,PI,NW,1,0,0.0,1.0,1
685,B1_MC,PI,GAL,-1,1,1.0,0.0,1
686,B1_MC,PI,GAL,-1,1,1.0,0.0,1
687,B1_MC,PC,GW,1,1,1.0,1.0,1
688,B1_MC,PC,NAL,-1,0,0.0,0.0,1
689,B1_MC,PI,GAL,-1,1,1.0,0.0,1
690,B1_MC,PI,GAL,-1,1,1.0,0.0,1
691,B1_MC,PI,GAL,-1,1,0.0,-1.0,0
692,B1_MC,PI,GAL,-1,1,0.0,-1.0,0
693,B1_MC,PC,GW,1,1,1.0,1.0,1
694,B1_MC,PC,NAL,-1,0,1.0,-1.0,0
695,B1_MC,PC,NAL,-1,0,0.0,0.0,1
696,B1_MC,PC,NAL,-1,0,0.0,0.0,1
697,B1_MC,PC,GW,1,1,1.0,1.0,1
698,B1_MC,PC,NAL,-1,0,0.0,0.0,1
699,B1_MC,PC,NAL,-1,0,1.0,-1.0,0
700,B1_MC,PC,GW,1,1,1.0,1.0,1
701,B1_MC,PI,GAL,-1,1,0.0,-1.0,0
702,B1_MC,PI,GAL,-1,1,1.0,0.0,1
703,B1_MC,PI,NW,1,0,0.0,1.0,1
704,B1_MC,PI,NW,1,0,0.0,1.0,1
705,B1_MC,PI,GAL,-1,1,1.0,0.0,1
706,B1_MC,PI,GAL,-1,1,1.0,0.0,1
707,B1_MC,PC,NAL,-1,0,0.0,0.0,1
708,B1_MC,PC,GW,1,1,1.0,1.0,1
709,B1_MC,PI,NW,1,0,1.0,0.0,0
710,B1_MC,PI,NW,1,0,0.0,1.0,1
711,B1_MC,PI,GAL,-1,1,1.0,0.0,1
712,B1_MC,PC,NAL,-1,0,1.0,-1.0,0
713,B1_MC,PC,GW,1,1,1.0,1.0,1
714,B1_MC,PI,GAL,-1,1,1.0,0.0,1
715,B1_MC,PI,NW,1,0,1.0,0.0,0
716,B1_MC,PC,NAL,-1,0,0.0,0.0,1
717,B1_MC,PI,NW,1,0,0.0,1.0,1
718,B1_MC,PC,GW,1,1,1.0,1.0,1
719,B1_MC,PC,NAL,-1,0,1.0,-1.0,0
720,B1_MC,PI,NW,1,0,0.0,1.0,1
721,B1_MC,PI,GAL,-1,1,1.0,0.0,1
722,B1_MC,PC,GW,1,1,0.0,0.0,0
723,B1_MC,PC,GW,1,1,1.0,1.0,1
724,B1_MC,PI,GAL,-1,1,1.0,0.0,1
725,B1_MC,PI,NW,1,0,1.0,0.0,0
726,B1_MC,PI,GAL,-1,1,1.0,0.0,1
727,B1_MC,PC,GW,1,1,1.0,1.0,1
728,B1_MC,PC,GW,1,1,1.0,1.0,1
729,B1_MC,PI,NW,1,0,0.0,1.0,1
730,B1_MC,PI,NW,1,0,0.0,1.0,1
731,B1_MC,PI,GAL,-1,1,1.0,0.0,1
732,B1_MC,PC,GW,1,1,1.0,1.0,1
733,B1_MC,PI,GAL,-1,1,1.0,0.0,1
734,B1_MC,PC,GW,1,1,1.0,1.0,1
735,B1_MC,PI,GAL,-1,1,0.0,-1.0,0
736,B1_MC,PI,GAL,-1,1,1.0,0.0,1
737,B1_MC,PC,GW,1,1,1.0,1.0,1
738,B1_MC,PC,GW,1,1,1.0,1.0,1
739,B1_MC,PI,NW,1,0,1.0,0.0,0
740,B1_MC,PC,GW,1,1,0.0,0.0,0
741,B1_MC,PI,NW,1,0,0.0,1.0,1
742,B1_MC,PC,GW,1,1,1.0,1.0,1
743,B1_MC,PI,NW,1,0,0.0,1.0,1
744,B1_MC,PI,GAL,-1,1,1.0,0.0,1
745,B1_MC,PI,GAL,-1,1,1.0,0.0,1
746,B1_MC,PI,NW,1,0,1.0,0.0,0
747,B1_MC,PC,GW,1,1,1.0,1.0,1
748,B1_MC,PC,GW,1,1,1.0,1.0,1
749,B1_MC,PC,GW,1,1,1.0,1.0,1
750,B1_MC,PI,GAL,-1,1,1.0,0.0,1
751,B1_MC,PC,NAL,-1,0,0.0,0.0,1
752,B1_MC,PI,NW,1,0,1.0,0.0,0
753,B1_MC,PI,GAL,-1,1,1.0,0.0,1
754,B1_MC,PI,GAL,-1,1,1.0,0.0,1
755,B1_MC,PI,GAL,-1,1,1.0,0.0,1
756,B1_MC,PC,GW,1,1,1.0,1.0,1
757,B1_MC,PC,NAL,-1,0,0.0,0.0,1
758,B1_MC,PI,NW,1,0,0.0,1.0,1
759,B1_MC,PI,GAL,-1,1,1.0,0.0,1
760,B1_MC,PI,NW,1,0,0.0,1.0,1
761,B1_MC,PI,NW,1,0,0.0,1.0,1
762,B1_MC,PC,NAL,-1,0,0.0,0.0,1
763,B1_MC,PC,NAL,-1,0,0.0,0.0,1
764,B1_MC,PI,NW,1,0,0.0,1.0,1
765,B1_MC,PI,GAL,-1,1,0.0,-1.0,0
766,B1_MC,PC,GW,1,1,1.0,1.0,1
767,B1_MC,PC,GW,1,1,1.0,1.0,1
768,B1_MC,PI,NW,1,0,0.0,1.0,1
769,B1_MC,PI,NW,1,0,0.0,1.0,1
770,B1_MC,PC,NAL,-1,0,0.0,0.0,1
771,B1_MC,PC,NAL,-1,0,0.0,0.0,1
772,B1_MC,PC,GW,1,1,1.0,1.0,1
773,B1_MC,PC,NAL,-1,0,0.0,0.0,1
774,B1_MC,PC,GW,1,1,1.0,1.0,1
775,B1_MC,PI,GAL,-1,1,1.0,0.0,1
776,B1_MC,PI,NW,1,0,0.0,1.0,1
777,B1_MC,PC,GW,1,1,1.0,1.0,1
778,B1_MC,PC,GW,1,1,1.0,1.0,1
779,B1_MC,PC,GW,1,1,1.0,1.0,1
780,B1_MC,PI,GAL,-1,1,1.0,0.0,1
781,B1_MC,PI,NW,1,0,1.0,0.0,0
782,B1_MC,PC,NAL,-1,0,0.0,0.0,1
783,B1_MC,PI,GAL,-1,1,1.0,0.0,1
784,B1_MC,PI,NW,1,0,0.0,1.0,1
785,B1_MC,PI,GAL,-1,1,1.0,0.0,1
786,B1_MC,PI,NW,1,0,1.0,0.0,0
787,B1_MC,PI,GAL,-1,1,1.0,0.0,1
788,B1_MC,PC,GW,1,1,1.0,1.0,1
789,B1_MC,PI,NW,1,0,0.0,1.0,1
790,B1_MC,PC,NAL,-1,0,1.0,-1.0,0
791,B1_MC,PI,NW,1,0,1.0,0.0,0
792,B1_MC,PC,NAL,-1,0,1.0,-1.0,0
793,B1_MC,PI,GAL,-1,1,1.0,0.0,1
794,B1_MC,PC,GW,1,1,1.0,1.0,1
795,B1_MC,PI,GAL,-1,1,1.0,0.0,1
796,B1_MC,PC,NAL,-1,0,1.0,-1.0,0
797,B1_MC,PC,GW,1,1,1.0,1.0,1
798,B1_MC,PI,NW,1,0,0.0,1.0,1
799,B1_MC,PI,GAL,-1,1,1.0,0.0,1
800,B1_MC,PC,GW,1,1,1.0,1.0,1
801,B1_MC,PI,NW,1,0,0.0,1.0,1
802,B1_MC,PC,NAL,-1,0,0.0,0.0,1
803,B1_MC,PC,NAL,-1,0,0.0,0.0,1
804,B1_MC,PC,NAL,-1,0,0.0,0.0,1
805,B1_MC,PC,NAL,-1,0,0.0,0.0,1
806,B1_MC,PI,GAL,-1,1,0.0,-1.0,0
807,B1_MC,PI,NW,1,0,1.0,0.0,0
808,B1_MC,PI,GAL,-1,1,1.0,0.0,1
809,B1_MC,PC,GW,1,1,1.0,1.0,1
810,B1_MC,PI,GAL,-1,1,1.0,0.0,1
811,B1_MC,PC,GW,1,1,1.0,1.0,1
812,B1_MC,PC,NAL,-1,0,0.0,0.0,1
813,B1_MC,PC,GW,1,1,1.0,1.0,1
814,B1_MC,PC,NAL,-1,0,1.0,-1.0,0
815,B1_MC,PI,NW,1,0,0.0,1.0,1
816,B1_MC,PI,NW,1,0,0.0,1.0,1
817,B1_MC,PC,NAL,-1,0,0.0,0.0,1
818,B1_MC,PI,NW,1,0,0.0,1.0,1
819,B1_MC,PI,GAL,-1,1,1.0,0.0,1
820,B1_MC,PC,NAL,-1,0,0.0,0.0,1
821,B1_MC,PC,GW,1,1,1.0,1.0,1
822,B1_MC,PI,GAL,-1,1,1.0,0.0,1
823,B1_MC,PI,NW,1,0,1.0,0.0,0
824,B1_MC,PI,GAL,-1,1,0.0,-1.0,0
825,B1_MC,PI,NW,1,0,1.0,0.0,0
826,B1_MC,PC,NAL,-1,0,0.0,0.0,1
827,B1_MC,PC,GW,1,1,1.0,1.0,1
828,B1_MC,PC,GW,1,1,1.0,1.0,1
829,B1_MC,PI,GAL,-1,1,1.0,0.0,1
830,B1_MC,PI,NW,1,0,0.0,1.0,1
831,B1_MC,PI,GAL,-1,1,1.0,0.0,1
832,B1_MC,PC,NAL,-1,0,0.0,0.0,1
833,B1_MC,PC,GW,1,1,1.0,1.0,1
834,B1_MC,PI,GAL,-1,1,1.0,0.0,1
835,B1_MC,PI,NW,1,0,1.0,0.0,0
836,B1_MC,PI,NW,1,0,1.0,0.0,0
837,B1_MC,PI,GAL,-1,1,1.0,0.0,1
838,B1_MC,PC,GW,1,1,1.0,1.0,1
839,B1_MC,PI,NW,1,0,0.0,1.0,1
840,B1_MC,PI,NW,1,0,1.0,0.0,0
841,B1_MC,PI,GAL,-1,1,1.0,0.0,1
842,B1_MC,PC,GW,1,1,1.0,1.0,1
843,B1_MC,PC,NAL,-1,0,1.0,-1.0,0
844,B1_MC,PC,GW,1,1,1.0,1.0,1
845,B1_MC,PC,GW,1,1,1.0,1.0,1
846,B1_MC,PI,GAL,-1,1,1.0,0.0,1
847,B1_MC,PC,NAL,-1,0,0.0,0.0,1
848,B1_MC,PI,GAL,-1,1,1.0,0.0,1
849,B1_MC,PI,GAL,-1,1,1.0,0.0,1
850,B1_MC,PI,GAL,-1,1,1.0,0.0,1
851,B1_MC,PC,NAL,-1,0,0.0,0.0,1
852,B1_MC,PC,GW,1,1,1.0,1.0,1
853,B1_MC,PC,NAL,-1,0,0.0,0.0,1
854,B1_MC,PI,NW,1,0,0.0,1.0,1
855,B1_MC,PI,NW,1,0,1.0,0.0,0
856,B1_MC,PC,GW,1,1,1.0,1.0,1
857,B1_MC,PC,NAL,-1,0,0.0,0.0,1
858,B1_MC,PC,GW,1,1,1.0,1.0,1
859,B1_MC,PI,GAL,-1,1,1.0,0.0,1
860,B1_MC,PI,NW,1,0,0.0,1.0,1
861,B1_MC,PI,NW,1,0,0.0,1.0,1
862,B1_MC,PI,NW,1,0,1.0,0.0,0
863,B1_MC,PI,NW,1,0,0.0,1.0,1
864,B1_MC,PI,GAL,-1,1,0.0,-1.0,0
865,B1_MC,PI,NW,1,0,0.0,1.0,1
866,B1_MC,PI,NW,1,0,1.0,0.0,0
867,B1_MC,PC,GW,1,1,1.0,1.0,1
868,B1_MC,PI,NW,1,0,1.0,0.0,0
869,B1_MC,PC,NAL,-1,0,0.0,0.0,1
870,B1_MC,PI,GAL,-1,1,1.0,0.0,1
871,B1_MC,PC,NAL,-1,0,0.0,0.0,1
872,B1_MC,PC,GW,1,1,1.0,1.0,1
873,B1_MC,PC,GW,1,1,1.0,1.0,1
874,B1_MC,PI,GAL,-1,1,1.0,0.0,1
875,B1_MC,PI,NW,1,0,0.0,1.0,1
876,B1_MC,PI,NW,1,0,1.0,0.0,0
877,B1_MC,PI,NW,1,0,1.0,0.0,0
878,B1_MC,PC,GW,1,1,1.0,1.0,1
879,B1_MC,PC,NAL,-1,0,0.0,0.0,1
880,B1_MC,PC,GW,1,1,1.0,1.0,1
881,B1_MC,PC,NAL,-1,0,1.0,-1.0,0
882,B1_MC,PC,NAL,-1,0,0.0,0.0,1
883,B1_MC,PC,NAL,-1,0,0.0,0.0,1
884,B1_MC,PI,NW,1,0,0.0,1.0,1
885,B1_MC,PC,GW,1,1,1.0,1.0,1
886,B1_MC,PC,NAL,-1,0,0.0,0.0,1
887,B1_MC,PI,GAL,-1,1,1.0,0.0,1
888,B1_MC,PI,NW,1,0,1.0,0.0,0
889,B1_MC,PC,GW,1,1,1.0,1.0,1
890,B1_MC,PI,GAL,-1,1,0.0,-1.0,0
891,B1_MC,PI,NW,1,0,0.0,1.0,1
892,B1_MC,PI,GAL,-1,1,1.0,0.0,1
893,B1_MC,PI,NW,1,0,0.0,1.0,1
894,B1_MC,PI,NW,1,0,1.0,0.0,0
895,B1_MC,PI,GAL,-1,1,1.0,0.0,1
896,B1_MC,PI,NW,1,0,1.0,0.0,0
897,B1_MC,PC,NAL,-1,0,0.0,0.0,1
898,B1_MC,PI,NW,1,0,1.0,0.0,0
899,B1_MC,PI,NW,1,0,0.0,1.0,1
900,B1_MC,PI,NW,1,0,0.0,1.0,1
901,B1_MC,PC,GW,1,1,1.0,1.0,1
902,B1_MC,PI,NW,1,0,0.0,1.0,1
903,B1_MC,PI,GAL,-1,1,1.0,0.0,1
904,B1_MC,PI,NW,1,0,1.0,0.0,0
905,B1_MC,PI,GAL,-1,1,1.0,0.0,1
906,B1_MC,PC,GW,1,1,1.0,1.0,1
907,B1_MC,PI,NW,1,0,1.0,0.0,0
908,B1_MC,PC,GW,1,1,1.0,1.0,1
909,B1_MC,PI,NW,1,0,0.0,1.0,1
910,B1_MC,PI,GAL,-1,1,1.0,0.0,1
911,B1_MC,PC,GW,1,1,1.0,1.0,1
912,B1_MC,PC,NAL,-1,0,1.0,-1.0,0
913,B1_MC,PC,NAL,-1,0,0.0,0.0,1
914,B1_MC,PC,NAL,-1,0,0.0,0.0,1
915,B1_MC,PI,GAL,-1,1,0.0,-1.0,0
916,B1_MC,PC,NAL,-1,0,0.0,0.0,1
917,B1_MC,PI,NW,1,0,1.0,0.0,0
918,B1_MC,PI,GAL,-1,1,1.0,0.0,1
919,B1_MC,PI,GAL,-1,1,1.0,0.0,1
920,B1_MC,PC,GW,1,1,1.0,1.0,1
921,B1_MC,PI,GAL,-1,1,1.0,0.0,1
922,B1_MC,PC,NAL,-1,0,0.0,0.0,1
923,B1_MC,PC,NAL,-1,0,0.0,0.0,1
924,B1_MC,PC,GW,1,1,1.0,1.0,1
925,B1_MC,PI,GAL,-1,1,1.0,0.0,1
926,B1_MC,PI,NW,1,0,0.0,1.0,1
927,B1_MC,PI,GAL,-1,1,1.0,0.0,1
928,B1_MC,PI,GAL,-1,1,1.0,0.0,1
929,B1_MC,PC,GW,1,1,1.0,1.0,1
930,B1_MC,PC,NAL,-1,0,0.0,0.0,1
931,B1_MC,PC,GW,1,1,1.0,1.0,1
932,B1_MC,PI,GAL,-1,1,1.0,0.0,1
933,B1_MC,PC,NAL,-1,0,1.0,-1.0,0
934,B1_MC,PC,GW,1,1,1.0,1.0,1
935,B1_MC,PC,NAL,-1,0,1.0,-1.0,0
936,B1_MC,PC,GW,1,1,1.0,1.0,1
937,B1_MC,PI,GAL,-1,1,1.0,0.0,1
938,B1_MC,PI,NW,1,0,1.0,0.0,0
939,B1_MC,PC,GW,1,1,1.0,1.0,1
940,B1_MC,PI,GAL,-1,1,1.0,0.0,1
941,B1_MC,PI,NW,1,0,0.0,1.0,1
942,B1_MC,PI,GAL,-1,1,1.0,0.0,1
943,B1_MC,PI,GAL,-1,1,1.0,0.0,1
944,B1_MC,PC,NAL,-1,0,1.0,-1.0,0
945,B1_MC,PC,NAL,-1,0,0.0,0.0,1
946,B1_MC,PC,NAL,-1,0,0.0,0.0,1
947,B1_MC,PC,NAL,-1,0,1.0,-1.0,0
948,B1_MC,PC,NAL,-1,0,0.0,0.0,1
949,B1_MC,PC,GW,1,1,1.0,1.0,1
950,B1_MC,PC,NAL,-1,0,0.0,0.0,1
951,B1_MC,PI,NW,1,0,1.0,0.0,0
952,B1_MC,PI,GAL,-1,1,1.0,0.0,1
953,B1_MC,PC,GW,1,1,1.0,1.0,1
954,B1_MC,PI,GAL,-1,1,1.0,0.0,1
955,B1_MC,PC,GW,1,1,1.0,1.0,1
956,B1_MC,PC,GW,1,1,1.0,1.0,1
957,B1_MC,PC,NAL,-1,0,0.0,0.0,1
958,B1_MC,PC,NAL,-1,0,0.0,0.0,1
959,B1_MC,PI,GAL,-1,1,1.0,0.0,1
960,B1_MC,PI,NW,1,0,0.0,1.0,1
